Vegetation_category,Substrate_category,Level,Species,Phyla,Order,Family,Genus,Multispecies,Aggregation_required,Site,Site_ID_within_study,Latitude_decimal_degrees,Longitude_decimal_degrees,Originalcoordinates,Depth_min_m,Depth_max_m,Start_year,End_year,Ann_sampling_freq,Seasons,Data_mining_method,Description,Reference,Prod_method_group,Prod_method_general,Standing biomass_kg_DW_m2,Avg_NPP,sted_NPP,NPP_units,FW_DW_Conversion_factor,DW_Carbon_Conversion_factor,Avg_NPP_kg_C_m2_y,stdev_NPP_kg_C_m2_y,Person_entering_data
Marine forest,Sand,Intertidal,Fucus distichus subsp. evanescens,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Grays Harbor Estuary, Washington",1,46.908034,-124.100217,NO,0,0,1980,1981,3,NA,Text,Small portion of entire plant,Thom 1984,PR-in situ,PR,,729,NA,g C m-2 yr-1,NA,NA,0.729,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"College Rocks Aberystwyth, Wales",1,52.41605556,-4.089277778,YES,0,0,2016,2018,8,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,216.7,48.3,g C m-2 yr-1,NA,NA,0.2167,0.0483,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"South Borth, Aberystwyth, Wales",2,52.47411111,-4.063166667,YES,0,0,2016,2018,8,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,267.7,41.8,g C m-2 yr-1,NA,NA,0.2677,0.0418,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,YES,NO,"Roscoff, France",1,48.733333,-3.983333,YES,0,0,2014,2015,12,all,Text,GCP calculades based on irradiance and CO2 fluxes changes. . Results were then expressed in carbon unit for the bulk benthic community (mgC m2 h1) assuming a molar volume of 22.4 L mol1 at standard temperature and pressure and a molar mass of 12 gC mol CO21 . ,Bordeyne et al. 2020,PR-in situ,PR,,0.402,,kg C m-2 yr-1,NA,NA,0.402,,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Porth Colmon, Wales",4,52.87552778,-4.682527778,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,842.5,111.4,g C m-2 yr-1,NA,NA,0.8425,0.1114,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Cemlyn Bay, Wales",8,53.41358333,-4.520222222,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,1095,324.9,g C m-2 yr-1,NA,NA,1.095,0.3249,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Porthoer, Wales",3,52.83272222,-4.730416667,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,1488.4,279.5,g C m-2 yr-1,NA,NA,1.4884,0.2795,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Porth Ysgaden, Wales",5,52.906,-4.649777778,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,1680.5,177.5,g C m-2 yr-1,NA,NA,1.6805,0.1775,AP
Marine forest,Rocky Reef,Intertidal,Fucus serratus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Rhosneigr, Wales",7,53.22255556,-4.52325,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,2051.2,189,g C m-2 yr-1,NA,NA,2.0512,0.189,AP
Marine forest,Rocky Reef,Intertidal,Fucus spiralis,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Ria of Vigo, Spain",1,42.23333333,-8.783333333,YES,0,0,NA,NA,12,All,Text,Quadrats every month,"Niell, 1977",BA-periodic harvest,BA,,0.5,NA,g C m-2 day-1,NA,NA,0.1825,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus spiralis,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Bañugues, Spain",2,43.61666667,-5.633333333,YES,0,0,2007,2008,12,All,Text,increase in biomass at monthly intervals,Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,857.28,NA,g DW m-2 yr-1,NA,0.3,0.257184,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus spiralis,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Bañugues, Spain",1,43.61666667,-5.633333333,YES,0,0,1976,1977,12,All,Text,increase in biomass at monthly intervals,Anadon 1980 in Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,1052.66,NA,g DW m-2 yr-1,NA,0.3,0.315798,NA,AP
Marine forest,Salt-marsh,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Flax pond, Long Island, NY",1,40.964366,-73.140542,NO,0,0,1973,1974,24,All,Text,Growth obtained from measuring the weight of plants growing on 3 artificial racks with different shading conditions,Brinkhuis 1977,BA-periodic harvest,BA,,65,NA,g C m-2 yr-1,NA,NA,0.065,NA,AP
Marine forest,Salt-marsh,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Nauset Marsh, Massachussetts",1,41.832927,-69.956649,NO,0,0,1985,1986,12,All,Text,P/B ratio of 2.3 ,Roman et al. 1990,BA-periodic harvest,BA,,0.426,NA,g DW m-2 yr-1,NA,0.3,0.1278,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Cwyfan Church, Wales",6,53.17733333,-4.486916667,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,161.1,60.4,g C m-2 yr-1,NA,NA,0.1611,0.0604,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"South Borth, Aberystwyth, Wales",2,52.47411111,-4.063166667,YES,0,0,2016,2018,8,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,171.2,29.5,g C m-2 yr-1,NA,NA,0.1712,0.0295,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Porth Ysgaden, Wales",5,52.906,-4.649777778,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,222.6,54.5,g C m-2 yr-1,NA,NA,0.2226,0.0545,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Cemlyn Bay, Wales",8,53.41358333,-4.520222222,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,299.6,72.6,g C m-2 yr-1,NA,NA,0.2996,0.0726,AP
Marine forest,Sand,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Tagus Estuary, Portugal",1,38.852943,-9.031831,NO,-1.5,-1.2,1986,1987,12,All,Text,"Monthly incubations to get P values, coupled to an annual model of emersion and irradiance",Ferreira and Ramos 1989,Photorespirometry-Annual modelling,PR,,405,NA,g C m-2 yr-1,NA,NA,0.405,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Bañugues, Spain",2,43.61666667,-5.633333333,YES,0,0,2007,2008,12,All,Text,increase in biomass at monthly intervals,Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,1431.8,NA,g DW m-2 yr-1,NA,0.3,0.42954,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Bañugues, Spain",1,43.61666667,-5.633333333,YES,0,0,1981,1982,12,All,Text,increase in biomass at monthly intervals,Arrontes 1983 in Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,1511.88,NA,g DW m-2 yr-1,NA,0.3,0.453564,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Rhosneigr, Wales",7,53.22255556,-4.52325,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,464,125.6,g C m-2 yr-1,NA,NA,0.464,0.1256,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"College Rocks Aberystwyth, Wales",1,52.41605556,-4.089277778,YES,0,0,2016,2018,8,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,593.6,111.6,g C m-2 yr-1,NA,NA,0.5936,0.1116,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Bañugues, Spain",1,43.61666667,-5.633333333,YES,0,0,1976,1977,12,All,Text,increase in biomass at monthly intervals,Anadon 1980 in Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,2255.01,NA,g DW m-2 yr-1,NA,0.3,0.676503,NA,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Porth Colmon, Wales",4,52.87552778,-4.682527778,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,748.8,168.7,g C m-2 yr-1,NA,NA,0.7488,0.1687,AP
Marine forest,Rocky Reef,Intertidal,Fucus vesiculosus,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Porthoer, Wales",3,52.83272222,-4.730416667,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,1075.8,274.2,g C m-2 yr-1,NA,NA,1.0758,0.2742,AP
Marine forest,Rocky Reef,Subtidal,Fucus vesiculosus ,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Isefjorden, Tempelkrogen, Denmark",1,55.668723,11.7988,YES,0,3,1998,1999,10,all,Text,NA,Nielsen et al 2004,BA-periodic harvest,BA,,3,NA,g C m-2 yr-1,NA,NA,0.003,NA,MFP
Marine forest,Rocky Reef,Subtidal,Fucus vesiculosus ,Brown,Fucales,Fucaceae,Fucus,NO,NO,"Isefjorden, Vellerup Vig, Denmark",2,55.73512,11.858489,YES,0,3,1998,1999,10,all,Text,NA,Nielsen et al 2004,BA-periodic harvest,BA,,31.4,NA,g C m-2 yr-1,NA,NA,0.0314,NA,MFP
Red algal beds & algal turfs,Rocky Reef,NA,Furcellaria lumbricalis,Red,Gigartinales,Furcellariaceae,Furcellaria,NO,NO,"Lithuania, Baltic Sea",1,NA,NA,NO,NA,NA,NA,NA,NA,NA,Text,Not much details are provided on how the estimate is obtained,Bu?as 2009,Unknown,BA,,3.4,NA,g C m-2 yr-1,NA,NA,0.0034,NA,AP
Red algal beds & algal turfs,Rocky Reef,NA,Gelidium amansii,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,Japan,1,NA,NA,NO,NA,NA,NA,NA,NA,NA,Text,NA,Yamada 1976,Unknown,BA,,0.6,NA,kg DW m-2 yr-1,NA,0.315,0.189,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium corneum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Shama, Ghana",4,5.01207,-1.627876,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.2,,g DW 25 month-1,NA,0.258,0.000024768,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium corneum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Elmina, Ghana",1,5.082138,-1.346104,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,1.11,,g DW 25 month-1,NA,0.258,0.000137462,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium corneum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Takoradi Fisheries, Ghana",5,4.87924,-1.747619,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,10.42,,g DW 25 month-1,NA,0.258,0.001290413,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium corneum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,20.75,,g DW 25 month-1,NA,0.258,0.00256968,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium corneum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,32.68,,g DW 25 month-1,NA,0.258,0.004047091,,AP
Red algal beds & algal turfs,Rocky Reef,Subtidal,Gelidium corneum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Basque Coast, Spain",1,43.393241,-2.571363,YES,6,6,1981,1983,12,All,Text,NA,Gorostiaga 1994,BA-periodic harvest,BA,,0.657,0.137,kg DW m-2 yr-1,NA,0.365,0.239805,0.050005,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium pristoides,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Port Alfred, South Africa",1,-33.6,26.91666667,YES,-0.2,-0.45,1983,1984,11,all,Graph digitizer,"Harvest of biomass conducted once and regrowth examined.  Biomass is estimated based on relationships between cover and weight. Values here are for sheared Gelidium, 30 tufts",Carter & Simons 1985,BA-commercial harvest,BA,,0.36123,0.060801,kg DW m-2 yr-1,NA,0.315,0.11378745,0.019152315,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium pristoides,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Port Alfred, South Africa",1,-33.6,26.91666667,YES,-0.2,-0.45,1983,1984,11,all,Graph digitizer,"Harvest of biomass conducted once and regrowth examined.  Biomass is estimated based on relationships between cover and weight. Values here are for hand picked Gelidium, 30 tufts in seven 0.075 m2 quadrats",Carter & Simons 1985,BA-commercial harvest,BA,,0.408441,0.039342,kg DW m-2 yr-1,NA,0.315,0.128658915,0.01239273,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium pristoides,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Port Alfred, South Africa",1,-33.6,26.91666667,YES,-0.2,-0.45,1985,1986,7,"Spring, Autumn, Winter",Graph digitizer,5 quadrats sheared at several intervals throughout the year. Prod= trimonthly shearing mean yield * 4,Carter & Simons 1987,BA-commercial harvest,BA,,0.478974,0.047179,kg DW m-2 yr-1,NA,0.315,0.15087681,0.014861385,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium pristoides,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Port Alfred, South Africa",1,-33.6,26.91666667,YES,-0.2,-0.45,1985,1986,7,"Spring, Autumn, Winter",Graph digitizer,5 quadrats sheared at several intervals throughout the year. Prod= Bimonthly  shearing mean yield * 6,Carter & Simons 1987,BA-commercial harvest,BA,,0.563077,0.050769,kg DW m-2 yr-1,NA,0.315,0.177369255,0.015992235,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium pristoides,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Port Alfred, South Africa",1,-33.6,26.91666667,YES,-0.2,-0.45,1985,1986,7,"Spring, Autumn, Winter",Graph digitizer,5 quadrats sheared at several intervals throughout the year. Prod= Monthly shearing mean yield * 12,Carter & Simons 1987,BA-commercial harvest,BA,,0.716923,0.055385,kg DW m-2 yr-1,NA,0.315,0.225830745,0.017446275,AP
Marine forest,Coral Reef,Subtidal,Gelidium pusillum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Point 2, Sepetiba Bay, Brazil",2,-22.957096,-43.861242,YES,1,1,1999,1999,4,all,Text,"Fisve 20 by 20 random quadrats, all biomass collected. Prod = max-min with seasonality quite apparent",Amado Filho et al. 2003,BA-periodic harvest,BA,,3.6,,g DW m-2 yr-1,NA,0.315,0.001134,,AP
Marine forest,Coral Reef,Subtidal,Gelidium pusillum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Point 4, Sepetiba Bay, Brazil",4,-22.941921,-43.962693,YES,1,1,1999,1999,4,all,Text,"Fisve 20 by 20 random quadrats, all biomass collected. Prod = max-min with seasonality quite apparent",Amado Filho et al. 2003,BA-periodic harvest,BA,,6.2,,g DW m-2 yr-1,NA,0.315,0.001953,,AP
Marine forest,Coral Reef,Subtidal,Gelidium pusillum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Point 3, Sepetiba Bay, Brazil",3,-22.945082,-43.910337,YES,1,1,1999,1999,4,all,Text,"Fisve 20 by 20 random quadrats, all biomass collected. Prod = max-min with seasonality quite apparent",Amado Filho et al. 2003,BA-periodic harvest,BA,,7.2,,g DW m-2 yr-1,NA,0.315,0.002268,,AP
Marine forest,Coral Reef,Subtidal,Gelidium pusillum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,YES,"Point 1, Sepetiba Bay, Brazil",1,-22.923819,-43.869739,YES,1,1,1999,1999,4,all,Text,"Fisve 20 by 20 random quadrats, all biomass collected. Prod = max-min with seasonality quite apparent",Amado Filho et al. 2003,BA-periodic harvest,BA,,9.5,,g DW m-2 yr-1,NA,0.315,0.0029925,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium pusillum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Veraval, India",1,20.9,70.36666667,YES,0,0,NA,NA,12,all,Text,"Thirty 1m2 quadrats radnom across intertidal every month. Prod = max-min. Moderate seasonality. Study gives three methods of calculating NPP, this one is the most conservative (more in line with Sarg studies)",Murthy et al. 1986,BA-periodic harvest,BA,,0.2485,NA,kg DW m-2 yr-1,NA,0.315,0.0782775,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium spinosum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Bañugues, Spain",1,43.644123,-5.820789,NO,-0.7,-0.3,1981,1982,12,all,Text,Four quadrats of 0.04 m2. Production = gains in biomass from quadrats,Juanes & Fernández 1988,BA-periodic harvest,BA,,0.46,NA,kg DW m-2 yr-1,NA,0.355,0.1633,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gelidium spinosum,Red,Gelidiales,Gelidiaceae,Gelidium,NO,NO,"Bañugues, Spain",1,43.644123,-5.820789,NO,-0.3,0,1981,1982,12,all,Text,Two quadrats of 0.09 m2. Production = gains in biomass from quadrats,Juanes & Fernández 1988,BA-periodic harvest,BA,,0.593,NA,kg DW m-2 yr-1,NA,0.355,0.210515,NA,AP
Red algal beds & algal turfs,Rocky Reef,Subtidal,Gigartina skottsbergii,Red,Gigartinales,Gigartinaceae,Gigartina,NO,YES,"Potter Cove, Antarctica","1,2",-62.242521,-58.723575,YES,10,10,1994,1995,5,"Spring, Summer",Text," Values are means of 2 sites, reported as 1. Algae only productive during summer, prod = sum of estimated monthly production during those months. Productivity is estimated using a model that computes the measured biomass of the previous month + growth rate based on some literature estimates",Quartino & Boraso de Zaixso 2008,BA-periodic harvest,BA,,0.046,NA,kg DW m-2 yr-1,NA,0.269,0.012374,NA,AP
Marine forest,Coral Reef,Subtidal,Gracilaria cervicornis,Red,Gracilariales,Gracilariaceae,Gracilaria,NO,YES,"Point 5, Sepetiba Bay, Brazil",5,-23.069907,-44.00578,YES,1,1,1999,1999,4,all,Text,"Fisve 20 by 20 random quadrats, all biomass collected. Prod = max-min with seasonality quite apparent",Amado Filho et al. 2003,BA-periodic harvest,BA,,54.4,,g DW m-2 yr-1,NA,0.315,0.017136,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Gracilaria corticata,Red,Gracilariales,Gracilariaceae,Gracilaria,NO,NO,"Veraval, India",1,20.9,70.36666667,YES,0,0,NA,NA,12,all,Text,"Thirty 1m2 quadrats radnom across intertidal every month. Prod = max-min. Moderate seasonality. Study gives three methods of calculating NPP, this one is the most conservative (more in line with Sarg studies)",Murthy et al. 1986,BA-periodic harvest,BA,,0.373,NA,kg DW m-2 yr-1,NA,0.258,0.096234,NA,AP
Red algal beds & algal turfs,Sand,Subtidal,Gracilaria tikvahiae,Red,Gracilariales,Gracilariaceae,Gracilaria,NO,YES,"Sage Lot Pond, MA, USA",1,41.553674,-70.507124,NO,1,2,1992,1993,4,all,Graph digitizer,"Thalli (0·040–0·080 g dry weight), cleaned of epiphytes and sediments, were enclosed in 300-ml biological oxygen demand (BOD) bottles containing freshly filtered seawater and hooked onto buoyed lines at 0·5-m intervals (0·5–2·0 m) through the water column and within the algal mat (bottles covered by a 2- or 4-cm mat). at different times of the year. These seasonal net daytime productivity estimates (in g C m""2day""1) assume average biomass and mat thickness year round. PQ assumed to be 1.2",Peckol & Rivers 1995,PR-in situ,PR,,0.2337,NA,kg C m-2 yr-1,NA,NA,0.2337,NA,AP
Red algal beds & algal turfs,Sand,Subtidal,Gracilaria tikvahiae,Red,Gracilariales,Gracilariaceae,Gracilaria,NO,YES,"Childs River, MA, USA",2,41.584758,-70.527172,NO,1,2,1992,1993,4,all,Graph digitizer,"Figure 8. Thalli (0·040–0·080 g dry weight), cleaned of epiphytes and sediments, were enclosed in 300-ml biological oxygen demand (BOD) bottles containing freshly filtered seawater and hooked onto buoyed lines at 0·5-m intervals (0·5–2·0 m) through the water column and within the algal mat (bottles covered by a 2- or 4-cm mat). at different times of the year. These seasonal net daytime productivity estimates (in g C m""2day""1) assume average biomass and mat thickness year round. PQ assumed to be 1.2",Peckol & Rivers 1995,PR-in situ,PR,,0.5471,NA,kg C m-2 yr-1,NA,NA,0.5471,NA,AP
Red algal beds & algal turfs,Sand,NA,Gracilariopsis heteroclada,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"Panay, Phillipines",1,NA,NA,NO,NA,NA,NA,NA,NA,NA,Text,Harvest of planted stock. Gracilaria thalli of approximately 15-20 g and with a total length of 15-20 cm are used as seedstocks. One end of the bunch of thalli is staked into the sandy-muddy substrate. The bunches are spaced lo- 15 cm apart and left to grow for 15-20 days in canals or 45-60 days in ponds before the first harvest. Six farmers in Leganes farm Gracilaria for a period of 8- 12 months ( 75%) starting in June- July while the farmers in Villa and Pan-ay farm for a period of 6-8 months (25%) starting in November-December,Hurtado-Ponce et al. 1992,BA-commercial harvest,BA,,10.5,,tonne DW ha -1 yr-1,NA,0.28,0.294,NA,AP
Red algal beds & algal turfs,Sand,Subtidal,Gracilariopsis lemaneiformis,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"Herradura Bay, Chile",2,-29.977105,-71.356062,NO,6,6,1981,1982,6,all,Text,Biomonthly harvest. Two 20 m2 experimental plots harvested at regular intervals 0 cm above the ground (harvesting at 50 cm yields very little),Santelices et al. 1984,BA-commercial harvest,BA,,0.33906,NA,kg DW m-2 yr-1,NA,0.28,0.0949368,NA,AP
Red algal beds & algal turfs,Sand,Subtidal,Gracilariopsis lemaneiformis,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"Herradura Bay, Chile",2,-29.977105,-71.356062,NO,6,6,1981,1982,12,all,Text,Monthly harvest of crop. Two 20 m2 experimental plots harvested at regular intervals 0 cm above the ground (harvesting at 50 cm yields very little),Santelices et al. 1984,BA-commercial harvest,BA,,0.38634,NA,kg DW m-2 yr-1,NA,0.28,0.1081752,NA,KFD
Red algal beds & algal turfs,Sand,Subtidal,Gracilariopsis lemaneiformis,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"Tongoy Bay, Chile",1,-30.256843,-71.499278,NO,6,6,1981,1982,6,all,Text,Biomonthly harvest. Two 20 m2 experimental plots harvested at regular intervals 0 cm above the ground (harvesting at 50 cm yields very little),Santelices et al. 1984,BA-commercial harvest,BA,,1.1622,NA,kg DW m-2 yr-1,NA,0.28,0.325416,NA,AP
Red algal beds & algal turfs,Sand,Subtidal,Gracilariopsis lemaneiformis,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"Tongoy Bay, Chile",1,-30.256843,-71.499278,NO,6,6,1981,1982,12,all,Text,Monthly harvest of crop. Two 20 m2 experimental plots harvested at regular intervals 0 cm above the ground (harvesting at 50 cm yields very little),Santelices et al. 1984,BA-commercial harvest,BA,,1.401,NA,kg DW m-2 yr-1,NA,0.28,0.39228,NA,KFD
Red algal beds & algal turfs,Floating,NA,Gracilariopsis longissima,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"British Columbia, Canada",1,NA,NA,NO,NA,NA,NA,NA,NA,NA,Text,From Table 1,Mclachlan & Bird 1986,BA-commercial harvest,BA,,2,,g DW m-2 yr-1,NA,0.28,0.2044,NA,KFD
Red algal beds & algal turfs,Floating,Intertidal,Gracilariopsis longissima,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"British Columbia, Canada",1,NA,NA,NO,0,0,NA,NA,NA,NA,Text,From Table 1,Mclachlan & Bird 1986,BA-commercial harvest,BA,,4.7,,g DW m-2 yr-1,NA,0.28,0.48034,NA,KFD
Red algal beds & algal turfs,Rocky Reef,NA,Gracilariopsis longissima,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,Israel,2,NA,NA,NO,NA,NA,NA,NA,NA,NA,Text,NA,Mclachlan & Bird 1986,BA-commercial harvest,BA,,6.6,,g DW m-2 yr-1,NA,0.28,0.67452,NA,KFD
Red algal beds & algal turfs,Sand,Intertidal,Gracilariopsis longissima,Red,Gracilariales,Gracilariaceae,Gracilariopsis,NO,NO,"Tagus Estuary, Portugal",1,38.852943,-9.031831,NO,-1,0,1986,1987,12,All,Text,"Monthly incubations to get P values, coupled to an annual model of emersion and irradiance",Ferreira and Ramos 1989,Photorespirometry-Annual modelling,PR,,67,NA,g C m-2 yr-1,NA,NA,0.067,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Grateloupia filicina,Red,Halymeniales,Halymeniaceae,Grateloupia,NO,YES,"Elmina, Ghana",1,5.082138,-1.346104,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,1.34,,g DW 25 month-1,NA,0.258,0.000165946,,AP
