Paper,Species,Category,Days,Proportion
Gabrielson et al. 1983,Cladophora albida,NA,20.960579,0.8663706
Gabrielson et al. 1983,Cladophora albida,NA,35.410027,0.77414465
Gabrielson et al. 1983,Cladophora albida,NA,47.799927,0.6875467
Gabrielson et al. 1983,Cladophora albida,NA,63.155994,0.6406181
Gabrielson et al. 1983,Cladophora albida,NA,84.188774,0.48151425
Gabrielson et al. 1983,Cladophora albida,NA,97.87135,0.4204084
Gabrielson et al. 1983,Cladophora albida,NA,113.999535,0.3338692
Gabrielson et al. 1983,Cladophora albida,NA,125.957375,0.3416044
Gabrielson et al. 1983,Cladophora albida,NA,142.41513,0.3267688
Gabrielson et al. 1983,Cladophora albida,NA,176.81721,0.3112719
Gabrielson et al. 1983,Cladophora albida,NA,292.56595,0.23384628
Gabrielson et al. 1983,Cladophora albida,NA,357.0577,0.2244829
Pedersen et al. 2021,Laminaria hyperborea,10m,0,1
Pedersen et al. 2021,Laminaria hyperborea,10m,51.7891,1.1037266
Pedersen et al. 2021,Laminaria hyperborea,10m,120.71281,1.2657642
Pedersen et al. 2021,Laminaria hyperborea,300m,0,1
Pedersen et al. 2021,Laminaria hyperborea,300m,36.931416,0.8458338
Rice and Tenore 1981,Gracilaria foliifera,NA,0,1
Rice and Tenore 1981,Gracilaria foliifera,NA,4.3391027,0.86039627
Rice and Tenore 1981,Gracilaria foliifera,NA,9.7641325,0.8666106
Rice and Tenore 1981,Gracilaria foliifera,NA,24.611937,0.6192006
Rice and Tenore 1981,Gracilaria foliifera,NA,49.81014,0.5325361
Rice and Tenore 1981,Gracilaria foliifera,NA,100.217476,0.5211876
Rice and Tenore 1981,Gracilaria foliifera,NA,150.03638,0.47826886
Rice and Tenore 1981,Hypnea musciformis,NA,0,1
Rice and Tenore 1981,Hypnea musciformis,NA,4.5738163,0.9115585
Rice and Tenore 1981,Hypnea musciformis,NA,9.725483,0.7643057
Rice and Tenore 1981,Hypnea musciformis,NA,24.629751,0.5808377
Rice and Tenore 1981,Hypnea musciformis,NA,50.18485,0.46776113
Rice and Tenore 1981,Hypnea musciformis,NA,100.20971,0.35238704
Rice and Tenore 1981,Hypnea musciformis,NA,150.00208,0.3665864
Rice and Tenore 1981,Sargassum filapendula,NA,0,1
Rice and Tenore 1981,Sargassum filapendula,NA,4.8251567,0.9269154
Rice and Tenore 1981,Sargassum filapendula,NA,9.918628,0.9049813
Rice and Tenore 1981,Sargassum filapendula,NA,24.67221,0.86046827
Rice and Tenore 1981,Sargassum filapendula,NA,49.498474,0.83261114
Rice and Tenore 1981,Sargassum filapendula,NA,99.99316,0.8187091
Rice and Tenore 1981,Sargassum filapendula,NA,150.1729,0.7408532
Rice and Tenore 1981,Spatoglossum schroederi,NA,0,1
Rice and Tenore 1981,Spatoglossum schroederi,NA,4.3699822,0.7939006
Rice and Tenore 1981,Spatoglossum schroederi,NA,9.601718,0.84529006
Rice and Tenore 1981,Spatoglossum schroederi,NA,24.66563,0.68911016
Rice and Tenore 1981,Spatoglossum schroederi,NA,49.92465,0.65701014
Rice and Tenore 1981,Spatoglossum schroederi,NA,99.93723,0.5680638
Rice and Tenore 1981,Spatoglossum schroederi,NA,150.19048,0.5174921
Cabrera-Brufau et al. 2022,diatom,NA,0,1
Cabrera-Brufau et al. 2022,diatom,NA,1.9959359,0.207118924
Cabrera-Brufau et al. 2022,diatom,NA,4.998166,0.333463904
Cabrera-Brufau et al. 2022,diatom,NA,7.0039563,0.349128053
Cabrera-Brufau et al. 2022,diatom,NA,19.011106,0.577609128
Cabrera-Brufau et al. 2022,coccolithophores,NA,0,1
Cabrera-Brufau et al. 2022,coccolithophores,NA,2.991658,0.455612318
Cabrera-Brufau et al. 2022,coccolithophores,NA,4.9969826,0.328944292
Cabrera-Brufau et al. 2022,coccolithophores,NA,7.0024896,0.265434679
Cabrera-Brufau et al. 2022,coccolithophores,NA,11.995294,0.236488306
Cabrera-Brufau et al. 2022,coccolithophores,NA,19.008001,0.203678808
